"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Sox4",0.545886593333278,-0.202805374236449,0.182,0.206,1
"Pqbp1",0.546106404829162,-0.19488514053987,0.164,0.183,1
"Arl5b",0.546454033087181,-0.0855993854466947,0.091,0.111,1
"Crebbp",0.546488646347805,-0.0884089710249969,0.355,0.373,1
"Mrpl12",0.546493394938633,0.111597371421739,0.245,0.206,1
"Tm9sf2",0.546505647463629,-0.183647108705469,0.309,0.317,1
"Smc1a",0.547145742285583,0.101723013702318,0.273,0.23,1
"Aga",0.547302778793706,0.133997939052307,0.1,0.079,1
"Ifi214",0.547454099460366,0.157597726893726,0.036,0.024,1
"Glb1l",0.547513023155795,0.00830685256375907,0.027,0.016,1
"Rpp38",0.547513023155795,0.0675025561480329,0.027,0.016,1
"Miga2",0.547513023155795,0.0862092404074401,0.027,0.016,1
"Cdk5rap1",0.547513023155795,0.0356724212625603,0.027,0.016,1
"Gm14295",0.547513023155795,0.0367978645518745,0.027,0.016,1
"Car8",0.547513023155795,0.0139304937323634,0.027,0.016,1
"Fkbp14",0.547513023155795,0.026039942293541,0.027,0.016,1
